,question,business,answer,similarity,execution_time_in_sec,human_rating
3942,What is the price for dinner on Thanksgiving Day and on Black Friday this year? Will the menu be available on the website?,Bacchanal Buffet,"Because of the holiday season, the price for weekend is $64 per person and their menu did not change at all.",0.8240398257240428,4.447613716125488,
3943,What is the price for dinner on Thanksgiving Day and on Black Friday this year? Will the menu be available on the website?,Bacchanal Buffet,Saturday and Sunday brunch price is not advertised on the website and you can't just buy breakfast on Saturday or Sunday.,0.8226739878251623,4.447613716125488,
3944,What is the price for dinner on Thanksgiving Day and on Black Friday this year? Will the menu be available on the website?,Bacchanal Buffet,"The price on for Friday dinner for four is $251(cheaper Monday through Thursday supposedly), bring your appetite!",0.8167532878462961,4.447613716125488,
3945,What is the price for the breakfast buffet and what is the price for the lunch/dinner buffet?,Wicked Spoon,This buffet is definitely not worth the price: $49/person for dinner.,0.9124647794200121,8.240274667739866,
3946,What is the price for the breakfast buffet and what is the price for the lunch/dinner buffet?,Wicked Spoon,The price was $38 for dinner (I believe it's the week day price) which is a good deal for a buffet.,0.9024530237744876,8.240274667739866,
3947,What is the price for the breakfast buffet and what is the price for the lunch/dinner buffet?,Wicked Spoon,The price for this buffet is $28 for brunch and $43 for dinner.,0.8979198988958078,8.240274667739866,
3948,What is the price for the breakfast buffet and what is the price for the lunch/dinner buffet?,Wicked Spoon,"For the price, the buffet is alright.",0.8977598192219152,8.240274667739866,
3949,What is the price for the breakfast buffet and what is the price for the lunch/dinner buffet?,Wicked Spoon,For the price it is a decent buffet.,0.8833194291769696,8.240274667739866,
3950,What is the price for the lunch buffet?,Bacchanal Buffet,"For the price, this is the best buffet i ever had for 50 for lunch 60 for dinner.",0.889947982602954,4.545757055282593,
3951,What is the price for the lunch buffet?,Bacchanal Buffet,"It's worth the price for breakfast, lunch and dinner.",0.8861185395821842,4.545757055282593,
3952,What is the price for the lunch buffet?,Bacchanal Buffet,The price for dinner buffet is between $50-$60.,0.8844108168668096,4.545757055282593,
3953,What is the price for the lunch buffet?,Bacchanal Buffet,The current price for the buffet is $44.99.,0.8793765565399752,4.545757055282593,
3954,What is the price for the lunch buffet?,Bacchanal Buffet,It was about $55 for the lunch buffet.,0.8708190300461557,4.545757055282593,
3955,What is the price per person?,Gangnam Asian BBQ Dining,The price isn't  pricy!,0.8089815878240803,1.6805810928344729,
3956,What is the price per person?,Gangnam Asian BBQ Dining,It costs $20 per person.,0.8050257524927841,1.6805810928344729,
3957,What is the price per person?,Gangnam Asian BBQ Dining,The price is definitely average for the type of meat you get,0.7935903551927651,1.6805810928344729,
3958,What is the price per person?,Gangnam Asian BBQ Dining,What a deal for the price.,0.7832192174233454,1.6805810928344729,
3959,What is the price per person?,Gangnam Asian BBQ Dining,It is only 65 foäººtwo people and it really worths the price!,0.7805918386827658,1.6805810928344729,
3960,What is the price?,Bacchanal Buffet,For the price it's truly a ripoff.,0.8663634066866059,4.533857583999634,2.0
3961,What is the price?,Bacchanal Buffet,"The price, is still the same.",0.8490160164658416,4.533857583999634,3.0
3962,What is the price?,Bacchanal Buffet,It is great for that price!,0.8466483152847217,4.533857583999634,2.0
3963,What is the price?,Bacchanal Buffet,The price is honestly worth it.,0.8423532104609421,4.533857583999634,2.0
3964,What is the price?,Bacchanal Buffet,It is definitely worth the price.,0.8419713582397579,4.533857583999634,2.0
3965,What is the rush usually like on Thanksgiving and day before thanksgiving?,Bacchanal Buffet,"I just went there on Thanksgiving day, which is not the first Thanksgiving day.",0.8534270558968421,4.540306568145752,
3966,What is the rush usually like on Thanksgiving and day before thanksgiving?,Bacchanal Buffet,"Went on Christmas Day, I don't have a problem with waiting as that's expected on a holiday as such.",0.8026353816116762,4.540306568145752,
3967,What is the rush usually like on Thanksgiving and day before thanksgiving?,Bacchanal Buffet,We came for Christmas eve dinner so I know that it is a holiday but from what I hear the wait is long regardless of a holiday or not.,0.8022938108357408,4.540306568145752,
3968,What is the rush usually like on Thanksgiving and day before thanksgiving?,Bacchanal Buffet,I came here for the Thanksgiving holiday special dinner.,0.7997300554725598,4.540306568145752,
3969,What is the rush usually like on Thanksgiving and day before thanksgiving?,Bacchanal Buffet,It was 2 hour wait on Thanksgiving day at around 7:20pm there.,0.7957753705268498,4.540306568145752,
3970,What is the the phone number ? We trying to place an order for take out and it goes to answering machine.,Cornish Pasty,This place is in the commercial center but don't let that stop you from giving this place a try.,0.8565399794285901,1.8228683471679688,
3971,What is the the phone number ? We trying to place an order for take out and it goes to answering machine.,Cornish Pasty,"He replied ""there is over 40 options on the menu, go ahead and review it and let me know when you are ready to order"" and then looked at the next person for their order.",0.8545235466662212,1.8228683471679688,
3972,What is the the phone number ? We trying to place an order for take out and it goes to answering machine.,Cornish Pasty,This place is straight out of the top drawer but I have to ask what's taking them so long to open the second location on Dobson (or thereabouts)?,0.8491174876840851,1.8228683471679688,
3973,What is the the phone number ? We trying to place an order for take out and it goes to answering machine.,Cornish Pasty,"At this point, they do not have online ordering set up, so you call and place your order that way.",0.8454286290381736,1.8228683471679688,
3974,What is the the phone number ? We trying to place an order for take out and it goes to answering machine.,Cornish Pasty,"Also, you may call ahead and have your order started so that it's ready by the time you arrive!",0.8450835852270775,1.8228683471679688,
3975,What is the upgrade option for and what does that grant the customer that the regular price does not?,Bacchanal Buffet,It is just not worth the wait & the food really doesn't justify the price.,0.8673701388388824,4.487682104110718,
3976,What is the upgrade option for and what does that grant the customer that the regular price does not?,Bacchanal Buffet,What exactly is the point of the KIOSK if it doesn't serve its purpose?,0.8581291800755692,4.487682104110718,
3977,What is the upgrade option for and what does that grant the customer that the regular price does not?,Bacchanal Buffet,It's not worth the price and will not return.,0.8520102404713128,4.487682104110718,
3978,What is the upgrade option for and what does that grant the customer that the regular price does not?,Bacchanal Buffet,The thing that I don't agree with is the price.,0.8511767794061551,4.487682104110718,
3979,What is the upgrade option for and what does that grant the customer that the regular price does not?,Bacchanal Buffet,"The price can appear over the top, but it is worth it if you consider what you get for it.",0.8487401594735314,4.487682104110718,
3980,What kind of beer do they offer with seafood buffet?,Studio B Buffet,No other buffet that I know of offers beer and wine.,0.8656897511029609,1.916473150253296,
3981,What kind of beer do they offer with seafood buffet?,Studio B Buffet,"Let's see...what else, I don't know, they have all your typical buffet stuff, soup, salad, sushi, seafood, meat, classics, asian, etc.",0.8637408332747484,1.916473150253296,
3982,What kind of beer do they offer with seafood buffet?,Studio B Buffet,"They also do it with a flare and added some other delicious items not usually offered at regular buffet, awesome desserts, espessos, oysters, beer, wine, sushi, sashimi, thai dishes and a lot more.",0.8511146833588898,1.916473150253296,
3983,What kind of beer do they offer with seafood buffet?,Studio B Buffet,The all you can drink beer or wine something never see any other buffet.,0.8496013952063229,1.916473150253296,
3984,What kind of beer do they offer with seafood buffet?,Studio B Buffet,"For $25.95, you can enjoy an all you can eat seafood buffet with all you can drink beer and wine!",0.8482809421690222,1.916473150253296,
3985,What kind of beverages are included in the price ($54.99 for weekend dinner)?  Are soft drinks included?  Thanks!,Bacchanal Buffet,The mimosas and soft drinks are included in the brunch package.,0.8092131070068366,4.515477657318115,
3986,What kind of beverages are included in the price ($54.99 for weekend dinner)?  Are soft drinks included?  Thanks!,Bacchanal Buffet,Drinks (non-alcoholic) were included within the price (I only mention this because some buffets do not include beverages).,0.7934749377324499,4.515477657318115,
3987,What kind of beverages are included in the price ($54.99 for weekend dinner)?  Are soft drinks included?  Thanks!,Bacchanal Buffet,The best thing about this buffet was that mimosas are included in the $45 price (for Sunday brunch.),0.7873656207232889,4.515477657318115,
3988,What kind of beverages are included in the price ($54.99 for weekend dinner)?  Are soft drinks included?  Thanks!,Bacchanal Buffet,Good thing about the price is that mimosas and champagne is included for brunch.,0.7843555659720491,4.515477657318115,
3989,What kind of beverages are included in the price ($54.99 for weekend dinner)?  Are soft drinks included?  Thanks!,Bacchanal Buffet,Soft drinks are included and if you are a platinum member then wine and champage are included (lucky for us that our friend was!),0.7841291270188895,4.515477657318115,
3990,What kind of cheeses do they have at the charcuterie station?,Bacchanal Buffet,I will say that what might make Bacchanal different is that they have chefs at every station who serve up the dishes in small batches so things seem to be fresher than what you're used to at a buffet.,0.8567766058060865,8.259327173233032,
